,table_names,table_vers,created_dates,updated_dates,descriptions,comments
619,ESCROW-BILLG-INFO-RCRD,1,1990-10-22,1990-10-23,ESCROW BILLING INFORMATION,INFORMATION SENT TO CONTRACTOR FOR BILLING PURPOSES
656,FARMS-ACQD-PROP,6,1990-10-23,1991-02-26,ACQUIRED PROPERTY DATABASE RECORD,
2710,WK-INT-ASSTNC-RCRD,1,1990-10-23,1991-02-13,GUARANTEED LOANS INTEREST ASSISTANCE RCD,
1793,SGDLD245-MAP-RCRD,1,1990-10-24,1990-11-30,WORK RECORD FOR RA OBLIG TABLE,A WORK RECORD FOR RENTAL ASSISTANCE CODES AND AMOUNT TABLE.
2714,WK-INT-RCRD,1,1990-10-24,1990-10-29,GUARANTEED INTEREST WORK RCRD,
2418,WK-CASE-NBR-RCRD,1,1990-10-29,1991-02-19,RECORD FOR LQ REESTABLIBH RECORD SUBSYST,
319,ASSTNC-RATE-RCRD,1,1990-10-30,1990-10-30,ASSISTANCE RATE AVERAGING RECAP RCRD,
2324,WK-ACQD-DAPROC-3-RCRD,1,1990-10-30,1990-12-04,THIRD RECORD FOR DAPROC ACQUIRED PROP,
3067,WK-TSMUCP23,1,1990-10-30,1992-10-28,FUND CODE CAPTURE,WORK RECORD
1551,SBDLD480-WORK-RCRD,1,1990-11-01,1990-11-01,SBDLD480 WORK RECORD,THIS IS THE WORK RECORD FOR DIALOG SBDLD480 (MAP SBM6B480) RECORD STATE/DISTRICT RANKING CODE
625,ESCROW-LNS-SLCTD,1,1990-11-02,,LOANS SELECTED FOR ESCROW,LOANS SELECTED FOR ESCROW
626,ESCROW-LNS-SLCTD-S,1,1990-11-02,1990-11-02,LOANS SELECTED FOR ESCROW,LOANS SELECTED FOR ESCROW
627,ESCROW-LNS-SLCTD-SRT,1,1990-11-02,1990-11-02,LOANS SELECTED FOR ESCROW,LOANS SELECTED FOR ESCROW
2591,WK-GQ-01,1,1990-11-08,1991-03-28,SUBSIDY AGREEMENT,THIS TRANSACTION IS USED TO CAPTURE BORROWER LOAN CLASSIFIACTION DATA AND LOAN LOSS ESTIMATES. WORK RECORD FOR THE FIRST SCREEN OF THE GS SUBSIDY AGREEMENT TRANS
2592,WK-GQ-02,1,1990-11-08,1991-03-28,SUBSIDY CANCELLATION,THIS TRANSACTION IS USED TO CAPTURE BORROWER LOAN CLASSIFIACTION DATA AND LOAN LOSS ESTIMATES. WORK RECORD FOR THE GS SUBSIDY CANCELLATION TRANSACTION
2594,WK-GQ-21,1,1990-11-08,1991-03-28,SUBSIDY AGREEMENT,THIS TRANSACTION IS USED TO CAPTURE BORROWER LOAN CLASSIFIACTION DATA AND LOAN LOSS ESTIMATES. WORK RECORD FOR THE GS SUBSIDY AGREEMENT TRANSACTION
3027,WK-TSMUBI70,1,1990-11-09,1990-11-14,WORK-RECORD FOR FUND CODE B&I,
2653,WK-HOLD-FUND,1,1990-11-13,1990-11-14,CREATE HOLD AREA FOR FUND CODE,
2595,WK-GQ-31,1,1990-11-15,1991-03-28,SUBSIDY AGREEMENT,THIS TRANSACTION IS USED TO CAPTURE BORROWER LOAN CLASSIFIACTION DATA AND LOAN LOSS ESTIMATES. WORK RECORD FOR THE FIRST SCREEN OF THE GS SUBSIDY AGREEMENT TRANS
1546,SBDLD261-RA-OBLGN-RCRD,1,1990-11-26,1990-12-08,M5E RA OBLGN RECORD,
1588,SBM1AP05-MAP-RCRD,1,1990-11-29,1990-11-29,MAP RCRD 1ST PAGE PREAPPLICATION,MAPWORK RECORD FOR TRANSACTION TO RECORD PREAPPLICATION DATA
1589,SBM1AP06-MAP-RCRD,1,1990-11-29,1990-11-29,MAP RECORD 2ND PAGE PREAPPLICATION,MAPWORK RECORD FOR TRANSACTION TO RECORD PREAPPLICATION DATA
2769,WK-NOTE-AMT-EDIT,1,1990-12-04,1993-12-13,EDITING RECORD FOR THE 1G TRANSACTION,WORK RECORD TO DISPLAY ELEMENT NOTE-ORIG-AMT IN EDITTED FORM
728,FARMS-GLLNDR,2,1990-12-06,1990-12-18,GUARANTEED LOAN LENDER DATABASE RECORD,
1179,OFCDATA,4,1990-12-10,,MANAGEMENT OFFICE DATA RECORD,
534,DCGRS,2,1990-12-13,1994-06-07,GENERIC REPORTING SYSTEM,DATA CAPTURE GENERIC REPORT SYSTEM RECORD WILL CAPTURE NUMERIC AND DOLLAR AMTS FOR COUNTY STATE AND NATIONAL REPORTS.
2906,WK-SI-INQ,1,1990-12-13,1992-10-22,WK RCRD FOR SFH INT ASSTNC STATUS,GUARANTEED SFH INTEREST ASSISTANCE INFORMATION FOR ADPS STATUS SCREEN 'SI'
515,DATE-WORK,1,1990-12-14,1990-12-18,DATE WORK RECORD FOR PGDU03 DIALOG,THIS RECORD HOLDS THE DATE AND ERROR MESSAGE CODE FOR DIALOG PGDG02 AND PGDU03
1207,PGDU03-WK-RCRD,1,1990-12-14,1994-06-20,WORK RECORD FOR PGDU03 DIALOG,
737,FARMS-INT-BDWN,6,1990-12-19,1990-12-20,INT BDWN FOR GUARANTEED LOANS,
764,FARMS-OBLGN,3,1990-12-19,1990-12-20,,
716,FARMS-DTL-RATE,1,1990-12-20,1999-11-18,PLAS RECORD FOR ACQD PROP BEING EASED,DETAIL RATE DATABASE RECORD
761,FARMS-MSTR-RATE,1,1990-12-20,1999-11-18,,MASTER RATE DATABASE RECORD.  CONTAINS INFORMATION ON CURRENT INTEREST RATES.
2542,WK-FI01-INQ,1,1991-01-10,1999-02-24,GUARANTEED INT ASSTNC INQUIRY,
1907,SGDLD623-WORK-RCRD,1,1991-01-14,1993-05-04,WORK RECORD PREAPP/APPLICATION,
3248,WK-1Q-02,1,1991-01-14,1991-04-11,CAPTLZD PRIN REDCTN SUBSIDY,WORK RECORD FOR THE 1Q TRANSACTION CAPITALIZED PRINCIPAL REDUCTION ATTRIBUTED TO SUBSIDY.  
2565,WK-GB-12,1,1991-01-14,1991-01-14,TRANS GB; CARD IMAGE TYPE 2 NUMBR 1,WORK RECORD FOR THE GB(4031) ADPS INPUT TRANSACTION
1908,SGDLD624-WORK-RCRD,1,1991-01-15,1991-01-16,MAP RECORD FOR DIALOG SGDLD624,MGMT/TENANT SUBSYSTEM INQUIRY MAP RECORD
3163,WK-1D-12,1,1991-01-15,1999-08-28,LOAN CANCELLATION-OBLIGATION ONLY,
2550,WK-FRM-GUAR-INT-ASSTNC-RCRD,1,1991-01-15,1991-03-15,GUARANTEED FARMER PGM INT AVERAGING,
2551,WK-FRM-INT-ASSTNC-RCRD,1,1991-01-16,,GUARANTEED FARMER PGM INT ASSTNC RCRD,
2566,WK-GB-22,1,1991-01-19,1991-03-14,TRANS GB; CARD IMAGE TYPE 2 NUMBR 2,WORK RECORD FOR THE GB(4031) ADPS INPUT TRANSACTION
2567,WK-GB-32,1,1991-01-19,1998-12-10,TRANS GB; CARD IMAGE TYPE 2 NUMBR 3,WORK RECORD FOR THE GB(4031) ADPS INPUT TRANSACTION
2471,WK-CSH-PYMT-MAP-RCRD,1,1991-01-23,1991-01-23,SVC/SUB OFFICE CASH COLL LN PYMT-MAP,
2588,WK-GL04-INQ,1,1991-01-23,1993-08-27,GUARANTEED LOAN SCREEN #3 WORK RCRD,GUARANTEED LOAN ACCOUNT INFORMATION FOR INQUIRY MAP #3 WORK RECORD
1180,OFCDATA,5,1991-01-26,,MANAGEMENT OFFICE DATA RECORD,
2589,WK-GL05-INQ,1,1991-01-26,1994-02-12,GUARANTEED LOAN SCREEN WORK RCRD,
3476,WK-5Q-02,1,1991-02-01,1991-06-03,CORRECTION OF ASSN/BOND/DOC CODE,WORK RECORD USED FOR 5Q TRANSACTION CORRECTION OF ASSN/BOND/DOC CODE. CARD TYPE 2.
738,FARMS-INT-BDWN,7,1991-02-04,1999-11-18,INT BDWN FOR GUARANTEED LOANS,INTEREST BUYDOWN DATA FOR GUARANTEED LOANS
2495,WK-DALLOT-GUAR-RCRD,1,1991-02-05,1991-02-05,APPROPRIATION ACCT MAP RCRD FOR GUAR LNS,
705,FARMS-DALLOT-DTL,3,1991-02-07,1991-02-07,,
870,GL-TITLE-RCRD,1,1991-02-11,,TITLE RECORD,CONTAINS THE STANDARD LINE NUMBER AND ITS STANDARD GENERAL LEDGER TITLE. ALSO THERE IS ROOM FOR ADDITIONAL TITLES IF NEEDED.
873,GLACCT,2,1991-02-11,1991-06-04,GL ACCOUNT TITLE RECORD,
2494,WK-C1-INQ,1,1991-02-20,1991-11-07,COMMUNITY PROGRAM CLOSED LOAN SCREEN,RECORD USED IN PGM ADTIC101/MAP ADMIC01 FOR C1 INQUIRY
1177,OCSCDEP,1,1991-02-22,1991-05-02,AMAS OCCUPANCY SURCHARGE DATABASE RECORD,AMAS OCCUPANCY SURCHARGE DATABASE RECORD USED TO RECORD ALL SURCHARGES FOR A PROJECT.
1178,OCSCHIST,1,1991-02-22,1991-05-02,AMAS OCCUP SUR DATABASE HIST RECORD,AMAS OCCUPANCY SURCHARGE DATABASE HISTORY RECORD USED FOR HISTORY PROCESSING OF ALL SURCHARGES.
1293,PYMTDSCP,1,1991-02-22,1991-05-02,AMAS PAYMENT DISCREPANCY DATABASE RECORD,AMAS PAYMENT DISCREPANCY DATABASE RECORD USED FOR INPUT ON ONLINE CASH PAYMENTS.
645,FARMS-ACCT-DATA,3,1991-02-26,1991-02-26,ACCOUNT HISTORY RECORDS,
836,FIPS-TRANS-1,1,1991-02-27,,FIPS TRANSMISSION RCRD,FEDERAL INFORMATION PROCESSING STANDARDS TRANSMISSION RECORD
837,FIPS-TRANS-2,1,1991-02-27,,FIPS TRANSMISSION RECORD 2,FEDERAL INFORMATION PROCESSING STANDARDS PUBLICATION LOCATION RECORD
2708,WK-INT-ASSTNC-DTL-KEY-RCRD,1,1991-03-05,1991-03-05,APPROPRIATION ACCOUNTING DETAIL RECORD,
2709,WK-INT-ASSTNC-MSTR-KEY-RCRD,1,1991-03-05,1991-03-05,APPROPRIATION ACCOUNTING MASTER RECORD,
1937,SGDLD710-MAP-RCRD,1,1991-03-06,1991-03-15,MAP RECORD FOR SGDLD710,MAP RECORD FOR SGDLD710 - AMAS ONLINE CASH MENU.
2517,WK-DTE-RECORD,1,1991-03-11,1991-03-11,WORK DATE RECORD,
1605,SBM5S343-MAP-RCRD,1,1991-03-13,1991-06-14,MAP RECORD FOR M5S,MAP RECORD FOR M5S TRANSACTION RECORD PROJECT RENTAL CODE / UNITS
367,BLOCK-CONTROL-WORK-RCRD,1,1991-03-19,1991-03-19,ONLINE CASH BLOCK CONTROL RCRD,BLOCK CONTROL WORK RECORD USED FOR AMAS ONLINE CASH.
2894,WK-SFH-GUAR-INT-ASSTNC-RCRD,1,1991-03-19,1991-03-20,SINGLE FAMILY HOUSING INTEREST ASSTNC,
1273,PROJVRB,6,1991-03-27,1991-04-29,PROJECT VARIABLE,
1762,SERVACT,1,1991-03-27,1991-04-30,PRE-APPLTN SERVICING ACTIVITY,
2236,USEFDS,3,1991-03-27,1991-07-16,USE FUNDS,
255,ALOTMT,3,1991-04-01,1992-08-05,ALLOTMENT RECORD,
2819,WK-PYMT-ACTV-SCRN,1,1991-04-01,1994-06-23,SCREEN RECORD FOR PAYMENT ACTIVITY,
963,INT-ASSTNC-CK-RCRD,1,1991-04-12,1994-07-26,,DATA TO CREATE REPORTS AND CHECKS THAT ARE GENERATED IN THE GUARANTEED LOAN PROGRAM
1423,REPT-RCRD-350,1,1991-04-16,1992-04-13,REPORT RECORD 350,RECORD USED BY SGDLD661 AND SDDLD207
1355,REFIND,2,1991-04-30,1991-04-30,REFINANCING DATA ENTRY,
1048,LOANADV,3,1991-05-09,1991-05-09,LOAN ADVANCE RECORD,AMAS DATABASE RECORD USED TO RECORD LOAN ADVANCES.
1081,MANAGNT,1,1991-05-09,1992-07-02,PRE-APP/APPLICATION MANAGEMENT REC,
1172,OBLIGN,4,1991-05-09,1991-05-09,OBLIGATION RECORD,AMAS DATABASE RECORD USED TO RECORD OBLIGATIONS.
1274,PROJVRB,7,1991-05-09,2009-07-10,PROJECT VARIABLE,AMAS DATABASE RECORD USED TO RECORD PROJECT VARIABLE INFORMATION.
1290,PYMTDSC,1,1991-05-09,,AMAS PAYMENT DISCREPANCY DATABASE RECORD,AMAS PAYMENT DISCREPANCY DATABASE RECORD USED FOR INPUT ON ONLINE CASH PAYMENTS.
1053,LOANSTC,3,1991-05-10,1991-05-10,LOAN STATIC,AMAS DATABASE RECORD USED TO RECORD LOANSTC INFORMATION.
1264,PROJHIST,6,1991-05-10,2005-08-24,PROJECT HISTORY,AMAS DATABASE RECORD USED TO RECORD PROJECT VARIABLE HISTORY INFORMATION.
903,GLTRANS,2,1991-05-13,1991-05-14,GENERAL LEDGER TRANSACTION,AMAS VARIABLE LENGTH DATABASE RECORD USED TO STORE GENERAL LEDGER TRANSACTIONS.
909,GLWOACCT,3,1991-05-13,1991-05-15,GENERAL LEDGER WITHOUT ACCOUNT,AMAS DATABASE RECORD USED TO STORE GENERAL LEDGER WITHOUT ACCOUNTS.
1039,LNSHIST,3,1991-05-13,1991-05-13,LOAN STATIC HISTORY,AMAS DATABASE RECORD USED TO STORE LOAN STATIC HISTORY INFORMATION.
3422,WK-4V-A6,1,1991-05-13,1991-05-21,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-A6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3423,WK-4V-B6,1,1991-05-13,1991-05-13,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-B6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3424,WK-4V-C6,1,1991-05-13,1991-05-13,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-C6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3425,WK-4V-D6,1,1991-05-13,1991-05-13,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-D6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
1742,SDM5H475-MAP-RCRD,1,1991-05-14,1993-06-18,MAP RECORD FOR DIALOG SDDLD475,DIALOG MAP RECORD FOR SDDLD475
2064,SUBMENU-ERR-REC,1,1991-05-14,1991-05-14,SUBMENU ERROR RECORD,THIS RECORD IS USED BY AN ADPS TRANSACTION DRIVER PROGRAM TO RETURN ERROR MESSAGE NUMBERS TO AN ADPS SUBMENU PROGRAM.
3426,WK-4V-E6,1,1991-05-14,1991-05-14,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-E6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3427,WK-4V-F6,1,1991-05-14,1991-05-14,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-F6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3428,WK-4V-G6,1,1991-05-14,1991-05-14,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-G6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3429,WK-4V-H6,1,1991-05-14,1991-05-14,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-H6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3430,WK-4V-I6,1,1991-05-14,1991-05-14,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-I6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3431,WK-4V-J6,1,1991-05-14,1991-05-14,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-J6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3432,WK-4V-K6,1,1991-05-14,1991-05-14,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-K6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3433,WK-4V-L6,1,1991-05-14,1991-05-14,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-L6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3434,WK-4V-M6,1,1991-05-14,1991-05-14,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-M6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
3435,WK-4V-N6,1,1991-05-14,1991-05-14,ADDITIONAL PARTIAL PAYMENT,TRANSACTION 4V - USED TO PROCESS AN ADDITIONAL PARTIAL PAYMENT. WK-4V-N6  IS THE WORK RECORD FOR PGM ADTU4V01 AND MAP ADMU4V01 PAGE 1 AND PGM ADTU4V02 AND MAP ADMU4V02 PAGE 2.
2084,SUMACCT,2,1991-05-15,1991-06-26,SUMMARY ACCOUNT,AMAS DATABASE RECORD USED FOR GENERAL LEDGER ENTRIES. 
891,GLMNCDE,2,1991-05-16,1991-06-04,GL MINOR CODE TITLE RECORD,
878,GLBLKC,2,1991-05-17,1991-06-04,GENERAL LEDGER ENTITY TOTALS,
893,GLMSTR,2,1991-05-17,1998-03-18,GENERAL LEDGER ENTITY TOTALS,
1233,PRAS-SLCTN-SRT-RCRD,1,1991-05-17,1991-05-17,POSSIBLE PRAS ACCOUNTS,
287,APPLCTN-MNTRG,5,1991-05-20,1991-05-20,APPLICATION MONITORING RECORD,
1085,MAP-ITEM-CNT-RCRD,1,1991-05-20,1991-05-20,LITERAL FOR NBR OF LOAN DATE,RECORD TO STORE THE NUMBER OF LOAN DATE LITERAL TO BE USED ON THE MAP.
1084,MAP-EDIT-RCRD,1,1991-05-22,1991-05-22,RCRD TO EDIT 4V MAP FIELDS.,RECORD TO EDIT FIELDS THAT APPEAR ON MAPS FOR 4V TRANSACTION. ADMU4V01 ADMU4V02
882,GLENTTL,2,1991-05-23,1991-06-04,GENERAL LEDGER ENTITY TOTALS,
883,GLENTTL,3,1991-05-23,1991-05-23,GENERAL LEDGER ENTITY TOTALS,
2729,WK-LI03-INQ,1,1991-05-24,1991-05-24,LOSS INFO INQUIRY RECORD #3,
3380,WK-3V-03,1,1991-05-30,1991-11-13,3V EQUITY RCVBL FULL MTURTY SCREEN,
2541,WK-FISYR-ENTY-RCRD,1,1991-05-30,1991-11-08,CONTAINS FISCAL YEAR & ENTITY CODE,
2814,WK-PS-INQ,1,1991-05-30,2000-01-24,WORK RECORD FOR ADPS PS INQUIRY,WORK RECORD USED FOR ADPS PS INQUIRY SCREEN
2374,WK-APROPTN-MAP1-RCRD,1,1991-06-03,1991-06-04,APPROP ACCTG MENU RECORD,
1883,SGDLD381-MAPWORK,1,1991-06-04,1991-09-03,SUPPORT THE CREDIT REFORM TABLE,SUPPORT THE CREDIT REFORM TABLE FOR SUBSIDY VALUE. WORK RECORD TO SUPPORT THE CREDIT SUBSIDY FOR COHORTS.
677,FARMS-CHECKS,3,1991-06-10,1991-06-10,,
765,FARMS-OBLGN,4,1991-06-10,1999-11-18,,OBLIGATION DATABASE RECORD  CONTAINS OBLIGATIONS INFORMATION FROM LOANS AND GRANTS.
772,FARMS-PRTLSALE,1,1991-06-10,1999-11-18,,PARTIAL SALES DATABASE RECORD..  RECORDS DATA ON PARTIAL SALES OF PROPERTY ACQUIRED
3378,WK-3V-01,1,1991-06-12,1992-10-22,,
3379,WK-3V-02,1,1991-06-12,1992-10-22,PARTIAL SALE EQUITY RCVB,
1281,PRTL-SALE-EQ-3V2,1,1991-06-17,,PARTIAL SALE EQUITY RCVB,
847,FULL-MTURTY-EQ-RECV-3V3,1,1991-06-18,1991-06-18,3V EQUITY RCVBL FULL MTURTY SCREEN,
849,FULL-SALE-EQ-RECV-3V01,1,1991-06-18,1992-10-22,FULL SALE EQUITY RCVB,
1280,PRTL-SALE-EQ-RECV-3V2,1,1991-06-18,1991-06-18,PARTIAL SALE EQUITY RCVB,
1885,SGDLD391-MAPWORK,1,1991-06-18,1993-03-31,MAP RECORD FOR STAGE CODE DIALOG,MAP RECORD FOR STAGE CODE TABLE DIALOG
1884,SGDLD385-MAPWORK,1,1991-06-19,1991-08-02,SGDLD385 MAPWORK RCRD,
846,FULL-MTURTY-EQ-RECV,1,1991-06-20,1991-07-24,,FULL MATURITY EQUITY RECEIVABLE
848,FULL-SALE-EQ-RECV,1,1991-06-20,1991-07-24,FULL SALE EQUITY RECEIVABLE,FULL SALE EQUITY RECEIVABLE
907,GLWIACCT,1,1991-06-20,1991-06-26,GENERAL LEDGER WITH ACCOUNT,GENERAL LEDGER WITH ACCOUNT.
1143,MTURTY-PRTL-SALE-EQ-RECV,1,1991-06-20,1991-07-24,MATURITY WITH PARTIAL SALE EQUITY RECV,MATURITY WITH PARTIAL SALE EQUITY RECEIV ABLE
1279,PRTL-SALE-EQ-RECV,1,1991-06-20,1991-07-24,PARTIAL SALE EQUITY RECEIVABLE,PARTIAL SALE EQUITY RECEIVABLE
1054,LOANSTC,4,1991-06-21,1991-06-24,LOAN STATIC,AMAS DATABASE RECORD USED TO RECORD LOANSTC INFORMATION.
1582,SBDLD601-MAP-RCRD,1,1991-06-21,1991-06-27,SBDLD601-WORK-RCRD,
1040,LNSHIST,4,1991-06-24,1991-06-24,LOAN STATIC HISTORY,AMAS DATABASE RECORD USED TO STORE LOAN STATIC HISTORY INFORMATION.
886,GLMAN,3,1991-06-25,1991-06-26,GENERAL LEDGER MANUAL,AMAS DATABASE RECORD USED TO STORE GENERAL LEDGER MANUAL RECORDS.
904,GLTRANS,3,1991-06-26,1991-06-26,GENERAL LEDGER TRANSACTION,AMAS VARIABLE LENGTH DATABASE RECORD USED TO STORE GENERAL LEDGER TRANSACTIONS.
910,GLWOACCT,4,1991-06-26,1991-06-26,GENERAL LEDGER WITHOUT ACCOUNT,AMAS DATABASE RECORD USED TO STORE GENERAL LEDGER WITHOUT ACCOUNTS.
2607,WK-HA-12,1,1991-06-26,1991-06-26,TRANS HA; CARD IMAGE TYPE 2 NUMBR 1,WORK RECORD FOR THE HA(4930) ADPS INPUT TRANSACTION
2085,SUMACCT,3,1991-06-27,1991-06-27,SUMMARY ACCOUNT,AMAS DATABASE RECORD USED FOR SUMMARY ACCOUNTS. 
704,FARMS-DALLOT,2,1991-07-08,1999-11-18,,DETAIL ALLOTMENT DATABASE RECORD
706,FARMS-DALLOT-DTL,4,1991-07-08,1999-11-18,,DETAIL ALLOTMENT DETAIL RECORD
1882,SGDLD380-MAPWORK,1,1991-07-10,1991-07-29,SGDLD380 MAPWORK,MAPWORK RCRD FOR SGDLD380 TREASURY INTER EST RATE TABLE MAINTENANCE FOR CREDIT REFORM FOR AMAS F-5147
2608,WK-HB-12,1,1991-07-10,1991-11-26,TRANS HB; CARD IMAGE TYPE 2 NUMBR 1,WORK RECORD FOR THE HB(4931) ADPS INPUT TRANSACTION
2609,WK-HB-22,1,1991-07-10,1991-11-26,TRANS HB; CARD IMAGE TYPE 2 NUMBR 2,WORK RECORD FOR THE GB(4931) ADPS INPUT TRANSACTION
2610,WK-HB-32,1,1991-07-10,1991-11-26,TRANS HB; CARD IMAGE TYPE 2 NUMBR 3,WORK RECORD FOR THE GB(4931) ADPS INPUT TRANSACTION
906,GLTRANS-LINK,1,1991-07-20,1991-07-31,LINKAGE RCRD FOR GLTRANS,LINKAGE RECORD FOR GLTRANS.
3381,WK-3V-04,1,1991-07-24,1992-10-22,MTURTY PRTL SALE EQUITY RCVB,
247,ALL-CONTROL,1,1991-07-26,1991-07-26,ALL CONTROL FOR ACCUMULATIONS,ALL CONTROL APROPRTN ACCTG MASTR-DETAIL RCDS
1129,MSTR-CNTRL,1,1991-07-26,1991-09-03,MASTER CONTROL RECORD,
1809,SGDLD352-MAPWORK,1,1991-08-02,1991-08-16,MAPWORK RCRD FOR SGDLD352,
2453,WK-COHORT,1,1991-08-05,2012-12-11,CREDIT REFORM COHORT,WORK COPY OF DATA BASE RECORD FOR DIALOG OVERRIDE- MOVE WITH SUBO EL USED WITH CREDIT REFORM RATE TABLES
693,FARMS-COHORT,1,1991-08-07,1999-11-18,CREDIT REFORM COHORT,COHORT DATABASE RECORD
699,FARMS-CRRATE,1,1991-08-07,,CREDIT REFORM RATE RECORD,
796,FARMS-SRCFDS,1,1991-08-07,1999-11-18,SOURCE OF FUNDS RECORD,SOURCE FUNDS DATABASE RECORD.  CONTAINS VALID SOURCE OF FUNDING CODING.
803,FARMS-SUBSRC,1,1991-08-07,1999-11-18,SUB SOURCE OF FUNDS JUNCTION RECORD,SUB-SOURCE OF FUNDS DATABASE RECORD.  INFORMATION ON SUBSIDIARY SOURCES OF FUNDS.
723,FARMS-FDCDE,1,1991-08-08,1999-11-18,,FUND CODE/KIND CODE ACCESS RECORD
748,FARMS-LNRATE,1,1991-08-08,,LOAN RATE,
1578,SBDLD526-MAP-WORK,1,1991-08-08,1991-08-28,MAP WORK RECORD FOR SBMSW526,
1579,SBDLD526-WORK-RCRD,1,1991-08-08,1991-08-08,WORK RECORD FOR SBDLD526,
239,ADTU7I-01,1,1991-08-09,1992-09-23,ESTABLISH RH DFRD MORTGAGE CREDIT AMT,
1019,LN-CR-RCRD,1,1991-08-12,1991-08-12,CREDIT RECORD (HISTORY),
2862,WK-REPACK1-DAPROC-RCRD,1,1991-08-12,1991-08-12,REPACK DAPROC RECORD FOR THE 8B,STANDARD DAPROC RECORD FOR ALL REESTABLI SHED BORROWER RECORDS
1072,LS-CR-RCRD,1,1991-08-14,1994-02-10,LOAN SUMMARY CREDIT RECORD,
1460,RMDG030-WORK-RCRD,1,1991-08-14,1994-08-24,WORK RECORD FOR DIALOG RMDG030,
1071,LS-CHG-RCRD,1,1991-08-15,1992-07-02,LOAN SERVICES CHANGE RCRD,
1173,OBLIGN,5,1991-08-15,1992-03-24,OBLIGATION RECORD,AMAS DATABASE RECORD USED TO RECORD OBLIGATIONS.
