INT-RATE-BORR,INT-RATE-BORR-1ST,APPLTN-CDE,FULLY-PD-CDE,FULLY-MTURD-CDE,ADVNC-UNCLSD-CDE,ACT-COLLCTN-ONLY-CDE,ASSOC-TYP-NOTE-CDE,PURCH-CDE,NBR-PYMTS-AMORTN,INSTLMTS-INT-ONLY-CNT,SALE-STAT-CDE,FIXD-PRD-INIT-LGTH,MORT-HLDR-CDE,YR-LN-CLSD,DTE-LN-SLD-OR-PLDGD,FMHA-DIR-TO-INSRD-CDE,DTE-CLSG,DTE-LN-EXPRTN,LN-AMT,RECVRBL-CST-CHGS,PRIN-CR-LN,INT-CR-LN,INT-FCL-LN,SCHED-STAT,PYMT-EXTRA-AMT-CUM,CR-NON-CSH-APPLTN-TYP-CDE,CR-NON-CSH-LST-AMT-APPLD,DTE-LST-NON-CSH-CR,DTE-LST-CSH-CR,DTE-NEXT-INSTLMT-DUE,INSTLMT-DUE-NEXT-AMT,INSTLMT-NEXT-TYP-CDE,MTURD-CDE-DIR-RE,DTE-INSTLMT-DUE,INSTLMT-DUE-AMT,INSTLMT-TYP-CDE,SUSP-CDE-LN,DTE-LST-RGSTR-DTL,RGSTR-TYP-LST-CHNG,LN-NBR-OLD,INT-ASSTNC-CDE,WRTF-CDE
9.714,6.3898,1,0,0,2,0,1,U,146,4,3,43,71,20,2016-03-30,1,2019-01-13,2047-05-10,2641825.04,37529.73,38315.8,28547.69,13354.35,32999.08,20363.41,X,35740.54,2018-08-22,2014-12-04,2013-05-28,3226.84,6,5,2014-12-14,1094.69,W,6,2010-03-15,22,32,4,O
6.0886,3.7603,1,0,2,1,1,0,C,094,1,3,35,62,20,2012-09-09,1,2016-09-14,2047-09-18,3860193.12,46267.71,28410.85,37439.92,12648.0,14514.6,52639.14,J,81763.83,2017-07-02,2015-02-27,2018-09-02,2937.02,4,4,2013-08-15,3459.18,W,5,2010-01-02,39,85,1,U
3.5663,2.2523,3,1,0,3,0,1,U,018,5,3,39,74,20,2016-11-26,0,2021-01-05,2048-09-29,3363714.55,46490.37,43040.73,49255.71,17393.05,33929.62,62948.24,N,35454.06,2013-10-22,2016-01-03,2017-11-01,1583.67,4,6,2012-12-18,3408.61,A,5,2015-09-01,33,28,5,E
4.5591,6.0726,2,1,1,3,0,0,U,174,4,3,23,60,20,2012-12-15,1,2019-03-29,2046-01-06,4498052.79,27335.77,15432.31,41590.3,46282.61,26965.42,58864.47,G,55479.74,2019-06-13,2019-01-18,2014-07-18,3850.13,4,7,2020-03-18,3864.62,M,8,2014-02-20,38,05,2,A
2.1192,2.8202,1,0,2,2,0,0,D,251,5,1,29,76,20,2021-09-06,1,2016-06-15,2043-12-28,1600866.48,41685.11,27210.84,40179.1,27418.07,17874.85,38177.32,L,77875.34,2016-04-14,2019-06-28,2017-04-03,2119.21,5,6,2018-04-20,2215.89,A,8,2010-10-05,32,46,5,O
8.3253,4.1284,1,0,2,3,0,0,V,195,2,2,35,71,20,2017-07-20,1,2020-09-21,2049-11-17,4525527.09,48044.27,39026.44,24152.7,24659.66,44900.38,42576.01,Q,32915.53,2019-10-07,2014-04-24,2019-10-31,3336.69,2,6,2021-10-07,2115.47,Q,7,2018-06-04,29,34,4,O
10.6579,3.3601,2,1,0,2,0,1,D,017,5,1,12,79,20,2012-05-16,1,2015-08-07,2042-05-07,4977493.14,27783.29,19055.27,39337.17,24786.0,34660.31,66616.16,S,52939.1,2016-06-16,2015-11-15,2015-11-21,3661.89,3,4,2015-01-29,2987.45,Q,6,2011-07-23,25,84,5,N
5.4708,1.6618,2,1,0,3,0,1,S,218,3,3,13,63,20,2016-06-30,1,2016-06-24,2044-12-09,3967188.07,17440.49,33750.98,34725.83,22472.14,32938.68,33679.59,R,73684.35,2015-07-11,2017-05-12,2015-06-30,2068.13,2,5,2022-09-10,1514.69,Q,5,2020-01-31,22,01,1,R
9.7343,12.75,3,0,2,3,0,0,S,225,3,3,16,69,20,2011-12-28,1,2018-01-06,2042-02-09,4501229.5,48779.64,22699.74,17060.91,18143.77,38874.61,35207.41,Z,46713.76,2019-10-27,2019-02-18,2019-04-04,1343.94,5,5,2015-02-16,2526.13,S,7,2014-02-09,21,52,3,Z
5.5622,12.371,1,0,0,0,1,1,T,031,3,4,13,67,20,2013-04-04,1,2018-05-19,2051-06-07,467547.36,23179.46,21026.49,24716.47,12098.32,10392.72,42694.3,Y,35317.4,2017-11-03,2019-08-15,2015-07-11,2698.65,2,4,2018-03-08,1094.43,S,6,2020-12-08,26,99,1,A
13.3291,10.5187,3,1,0,1,0,1,C,037,1,3,18,67,20,2014-02-23,0,2016-03-07,2041-02-08,3505690.77,43902.97,20087.3,39119.19,11281.88,47877.24,25721.58,C,58025.06,2014-12-24,2018-12-09,2018-09-15,2972.13,4,7,2021-04-06,2495.51,W,7,2013-06-30,32,09,4,N
1.2314,7.889,3,1,1,3,1,1,C,191,1,4,39,68,20,2013-01-31,0,2021-08-26,2048-08-22,1970157.4,18866.13,37108.52,48972.76,25521.58,21687.78,27104.53,B,39038.33,2019-07-17,2018-01-19,2016-02-28,2726.5,3,5,2021-02-09,3259.91,S,9,2015-08-17,22,29,1,Z
6.4653,14.21,3,0,2,1,0,0,T,138,5,3,22,78,20,2016-02-04,1,2013-12-12,2049-03-04,2819684.26,47926.33,20561.02,40971.88,17761.37,43039.82,37381.89,L,84878.04,2016-06-06,2015-12-08,2013-02-13,1681.94,1,5,2016-07-01,2695.76,A,5,2012-11-03,26,20,3,E
5.2672,9.9184,2,1,0,3,0,1,D,047,1,2,40,65,20,2011-07-20,1,2011-07-05,2042-01-18,1876006.19,12331.58,21652.37,47009.47,27619.58,12769.9,28438.0,T,57021.68,2013-10-09,2017-08-08,2018-10-17,1483.58,5,6,2012-11-16,2652.11,M,5,2015-12-17,33,69,3,P
4.844,9.0313,1,1,0,0,1,1,S,298,3,2,42,77,20,2016-06-08,0,2020-03-12,2051-02-09,1676629.43,18763.79,10447.51,28897.58,45005.74,17199.06,63951.36,E,81410.98,2016-02-11,2013-05-13,2016-12-03,2616.08,1,7,2015-05-01,1107.75,M,8,2010-11-07,37,33,1,Q
5.0226,5.2326,1,1,0,0,0,1,V,125,4,1,23,72,20,2011-12-03,1,2014-11-22,2046-05-11,682479.68,16391.41,47700.81,23985.02,38776.66,35887.85,61481.71,H,87470.2,2013-08-10,2013-01-16,2017-07-25,1211.38,2,6,2014-10-25,1584.16,S,6,2013-07-12,22,38,3,E
8.5523,12.0811,1,1,0,3,1,0,S,093,3,1,24,75,20,2013-06-05,1,2017-03-07,2042-09-29,2541594.19,20163.45,38219.03,28240.97,12301.47,16998.69,60274.21,D,31655.19,2016-03-03,2015-02-11,2015-07-03,3418.46,1,5,2020-07-30,1881.25,W,8,2011-05-05,25,85,1,J
3.5948,5.4473,2,1,1,1,0,0,C,064,2,1,12,76,20,2012-06-18,0,2016-12-18,2045-10-25,1784872.94,28923.09,32971.77,47923.82,26434.91,24763.18,29603.18,T,75751.74,2014-08-04,2014-07-02,2015-08-30,2521.83,5,4,2013-09-28,2832.41,M,5,2018-10-27,26,14,3,G
10.7345,8.4916,3,1,1,3,1,1,T,255,1,2,44,74,20,2014-02-02,1,2017-01-13,2042-02-17,1787639.54,33052.92,15008.23,26183.35,37641.35,19048.22,37668.88,A,53134.05,2017-02-27,2014-12-16,2016-12-16,3209.73,4,7,2014-09-05,2621.08,W,9,2015-10-02,23,76,1,F
5.2734,6.3303,3,0,2,0,0,0,V,010,4,2,21,71,20,2016-06-05,0,2015-11-21,2051-08-23,644808.8,19307.8,23021.33,14803.0,49852.17,36190.61,51892.68,S,89916.84,2013-05-31,2013-10-04,2016-01-07,1348.65,4,5,2019-01-10,1131.2,S,7,2016-04-25,24,87,1,H
13.856,14.4758,3,0,0,1,0,0,V,299,2,3,15,73,20,2016-05-05,1,2021-05-25,2044-04-30,1256969.47,13263.74,37443.19,43603.74,17050.24,16118.93,36891.16,F,78604.95,2019-07-17,2014-11-24,2015-02-27,1444.89,6,6,2014-03-26,2905.48,A,9,2010-10-16,40,48,1,D
1.6741,3.1656,1,1,2,1,1,0,U,054,5,1,12,77,20,2016-05-02,0,2013-05-16,2050-01-20,3088936.76,26991.99,30773.83,42097.46,11922.92,27011.51,26066.45,Z,37498.12,2016-01-25,2018-11-05,2013-10-29,2701.51,4,6,2012-03-17,2562.08,M,8,2020-12-09,39,90,2,Z
4.1182,4.3413,2,1,1,0,1,0,C,177,6,3,49,71,20,2012-11-27,1,2017-05-04,2048-10-02,4452163.86,27170.44,28042.42,29511.55,43600.24,33640.45,69475.06,H,81336.01,2013-08-28,2016-08-30,2017-06-12,2048.78,6,6,2022-08-20,1001.86,Q,5,2014-03-11,32,50,5,R
9.7563,1.7341,2,1,2,2,1,1,S,272,2,2,37,69,20,2011-08-04,1,2014-01-01,2044-03-04,3609472.21,30792.24,32377.44,23814.86,42671.83,36614.38,26093.99,P,61428.58,2015-12-20,2018-01-10,2018-07-30,1495.22,4,6,2012-03-06,2762.13,A,7,2020-02-16,40,86,2,Q
4.3048,12.8035,3,0,0,0,0,1,D,032,3,3,26,70,20,2021-06-04,0,2014-04-08,2048-01-13,231906.65,45009.13,25695.19,28936.98,26875.78,11888.0,44549.85,M,83649.43,2018-11-19,2017-03-19,2015-10-04,2444.19,3,5,2016-01-01,2774.56,A,7,2011-11-05,36,52,5,A
9.3598,2.3587,2,0,0,2,0,0,S,097,4,3,19,60,20,2014-12-29,1,2013-11-18,2042-06-07,4194355.64,41975.11,11282.66,26974.77,10421.78,12113.79,32297.58,S,83316.76,2018-08-27,2016-03-05,2013-04-08,2611.78,6,4,2013-06-01,3080.0,M,7,2011-06-09,29,62,1,P
9.7297,10.8403,1,0,1,2,1,0,U,012,4,2,40,66,20,2011-06-23,0,2020-12-28,2046-05-31,4956391.63,22973.71,14676.85,46467.17,28303.89,44437.39,36369.08,X,43316.99,2016-10-13,2018-05-27,2018-11-28,3579.31,5,7,2020-01-24,1226.82,A,7,2020-03-16,36,44,5,E
7.5595,11.6468,2,0,1,3,0,1,V,177,4,2,22,63,20,2015-05-16,1,2018-08-24,2045-12-21,2097036.71,39133.86,23957.45,17732.7,42574.78,20298.17,41431.76,G,33565.16,2016-01-02,2014-02-12,2016-06-03,1215.4,1,5,2015-03-05,1514.83,Q,6,2013-10-24,31,03,5,H
3.6362,14.1203,1,0,2,1,0,0,U,219,3,3,47,66,20,2017-03-06,1,2011-02-01,2051-04-30,4435758.97,22027.66,25452.77,23955.91,17859.63,23494.09,21007.6,C,43988.27,2015-09-23,2013-02-08,2018-09-13,1734.83,4,7,2012-01-05,2724.3,A,8,2011-01-14,22,36,4,J
12.8462,8.3982,1,0,1,2,0,0,D,020,4,2,23,74,20,2012-10-16,0,2015-12-28,2047-09-29,2671162.39,28256.83,37289.04,46283.52,22639.09,12823.5,46590.82,L,51056.51,2019-06-17,2018-03-25,2016-11-27,1579.73,3,6,2019-12-16,3878.63,Q,5,2014-01-06,24,97,5,D
5.1597,4.8013,2,0,1,2,0,0,C,012,1,4,23,64,20,2019-07-09,1,2018-01-16,2045-10-19,2481698.3,37251.83,43974.95,28955.73,33754.99,11956.36,33990.73,U,51498.7,2018-02-12,2019-09-07,2015-07-10,2452.33,2,7,2019-07-30,1085.97,Q,7,2010-06-28,24,28,2,E
14.2856,9.8533,1,0,2,1,1,0,T,166,3,4,29,69,20,2017-05-21,1,2015-11-04,2050-07-09,2386680.62,27062.78,17090.53,19623.88,28644.3,43459.96,21305.85,X,60981.6,2015-06-18,2017-06-15,2013-01-20,3228.59,5,7,2017-09-26,3415.73,Q,5,2020-10-03,24,20,5,J
13.5225,12.4544,1,0,2,3,0,0,S,069,5,2,27,79,20,2013-08-22,1,2011-05-08,2041-02-27,1643688.81,32682.7,14829.2,39534.99,41169.47,30264.92,69570.21,U,38526.93,2018-03-22,2015-09-05,2018-10-22,2200.76,4,5,2016-09-29,1352.72,S,9,2012-09-23,20,64,2,W
11.4481,1.7004,2,1,2,2,1,1,U,192,4,1,23,73,20,2021-05-24,0,2012-09-10,2044-09-21,546592.55,21454.92,38814.14,36723.68,43560.16,45043.25,66192.49,B,67995.44,2015-05-04,2018-01-12,2015-12-11,3723.93,3,6,2015-10-18,2122.55,S,5,2018-08-20,38,16,4,F
8.2711,8.213,3,0,0,2,0,0,C,031,5,3,26,73,20,2014-07-07,0,2020-12-23,2048-03-27,2317394.92,29967.02,10979.33,19777.15,13136.17,19668.49,27904.67,O,70970.07,2015-05-20,2014-03-31,2019-12-26,2902.33,6,7,2019-05-18,3999.47,M,9,2017-03-21,23,72,2,X
2.2474,10.3474,3,0,0,2,0,0,T,144,6,1,34,76,20,2018-02-06,0,2020-11-23,2051-06-27,497599.06,40728.98,22246.85,12279.2,39360.05,24455.45,28578.23,V,67220.76,2014-12-25,2019-10-01,2013-05-09,3697.31,6,7,2019-10-18,1466.56,A,7,2020-05-19,24,84,5,R
2.3455,5.1147,2,1,1,2,0,1,D,025,4,4,42,61,20,2019-02-20,0,2018-05-21,2045-09-14,4286738.47,18018.37,49534.54,32136.27,34522.16,39464.19,65845.73,E,39650.22,2018-02-07,2015-04-19,2015-09-18,3779.87,2,6,2015-08-15,2868.53,S,9,2018-10-28,32,43,2,B
14.3455,1.3587,3,1,0,0,1,0,D,212,4,4,10,70,20,2015-01-26,1,2013-11-16,2045-06-15,3905718.07,21837.22,40273.38,24073.67,38869.36,14077.45,59903.95,P,60463.5,2016-09-04,2017-07-07,2016-03-10,2377.77,5,6,2019-03-17,1045.85,W,9,2017-07-24,28,38,5,C
13.9211,5.1436,2,1,0,2,0,1,U,055,3,1,39,80,20,2019-12-06,0,2019-12-01,2047-03-13,1593682.38,43601.72,20452.96,46203.18,13469.6,22587.98,45455.46,B,53187.04,2015-04-09,2018-04-12,2013-04-06,3077.63,3,6,2020-08-25,3352.08,W,5,2010-09-07,40,81,5,G
11.0453,9.4425,1,0,1,3,0,1,D,186,6,1,39,61,20,2014-06-03,0,2011-11-06,2046-08-06,3107178.62,43434.74,29559.58,41452.6,15810.9,35336.62,41905.75,J,59655.44,2016-04-05,2013-11-23,2016-10-13,1407.05,1,5,2014-06-14,2723.13,Q,6,2014-11-06,35,87,4,G
8.8695,8.8198,2,1,0,2,0,1,U,127,5,1,42,73,20,2019-02-18,0,2018-07-02,2050-05-01,789334.89,43704.83,46920.96,19452.02,43842.28,42706.61,28613.6,Y,64723.0,2015-09-17,2013-05-17,2017-08-03,1244.31,2,5,2016-06-06,1757.07,M,7,2018-04-02,34,35,2,H
9.1835,5.4945,1,0,1,1,0,0,T,283,3,3,35,60,20,2019-10-26,0,2016-10-10,2043-07-04,994796.59,21237.4,47508.92,22908.11,12128.73,44901.18,55434.86,A,66911.31,2018-08-05,2018-02-20,2016-04-08,2956.28,4,5,2015-11-02,3889.76,M,7,2020-07-04,27,58,3,T
12.9408,13.165,2,1,2,3,0,0,T,271,5,4,27,62,20,2013-05-15,0,2012-03-12,2044-09-20,4992061.6,20296.05,27480.57,42699.77,40050.49,34833.35,23973.03,S,86304.1,2017-06-30,2016-11-09,2013-09-14,3076.45,3,7,2021-06-18,2257.63,Q,9,2017-10-17,32,58,4,K
1.4961,6.8148,3,1,2,0,0,1,U,289,4,4,44,62,20,2015-01-25,0,2019-11-26,2045-03-09,1596476.38,28788.65,16789.77,36277.2,45443.98,25843.41,44472.93,C,63616.05,2016-08-29,2015-04-17,2016-03-06,2241.73,3,6,2019-08-17,2785.38,W,8,2016-04-22,22,90,2,B
9.3873,6.8424,3,1,2,3,0,1,D,283,1,3,18,66,20,2018-12-14,0,2013-04-16,2049-08-01,4602991.64,23627.48,11320.8,36708.27,36983.39,39944.08,57502.42,V,78992.24,2013-04-23,2014-06-01,2016-01-02,3291.42,2,4,2013-01-21,2273.25,W,9,2013-07-16,27,28,1,Q
7.6167,5.3193,3,1,1,3,0,0,S,088,3,2,47,68,20,2019-05-19,1,2020-01-01,2041-08-25,4969256.68,47476.69,34717.98,22797.93,23680.83,38539.98,27638.91,R,85791.19,2016-11-18,2015-01-04,2018-09-14,1471.04,5,5,2014-07-01,3352.36,S,9,2016-02-08,29,40,4,D
6.476,6.9811,1,1,0,3,0,0,U,201,1,2,36,66,20,2015-04-03,1,2015-02-12,2045-11-24,987393.89,28875.83,49448.85,35414.37,20305.96,20651.27,58357.01,Q,79454.24,2018-05-06,2017-10-06,2013-03-05,3192.12,1,5,2018-10-21,1489.33,W,6,2016-05-04,40,54,1,G
13.3331,10.6374,1,0,1,1,0,1,U,174,4,1,15,64,20,2019-02-28,1,2013-01-23,2042-01-06,1049778.9,38844.31,14658.09,31170.5,45931.34,46004.18,29698.87,G,71453.13,2016-10-26,2017-12-17,2018-12-27,1055.42,1,4,2013-06-26,3990.33,A,6,2013-03-07,23,54,2,A
2.4387,8.6559,1,0,0,0,1,0,C,018,4,1,25,68,20,2011-03-10,1,2020-03-04,2049-06-01,343472.13,44476.48,40060.28,44694.86,45558.24,40627.87,46863.29,O,64453.13,2017-03-03,2013-09-30,2019-12-28,2308.45,6,4,2020-02-15,2266.44,W,9,2017-10-12,40,78,4,B
2.5407,4.2827,1,0,0,3,0,0,U,094,6,1,35,71,20,2011-11-08,0,2015-11-03,2045-01-21,2321633.21,39118.66,37619.96,23447.62,12012.69,21704.29,36006.82,W,54131.38,2014-04-17,2019-10-14,2019-03-22,3792.92,1,7,2016-12-03,2308.25,W,8,2017-08-03,33,01,4,L
2.1435,13.2251,3,1,1,3,1,0,S,022,6,2,37,70,20,2021-10-05,0,2013-03-06,2046-03-22,2264142.87,19992.33,48426.8,37375.87,40135.07,25781.51,41910.1,L,31678.98,2015-03-22,2016-03-03,2015-04-21,3374.91,2,7,2015-07-12,3046.26,A,8,2020-10-15,28,96,3,N
7.8014,4.2483,2,0,1,2,0,1,V,129,3,2,30,80,20,2017-12-28,1,2011-10-24,2044-04-06,2483756.13,14415.62,21805.36,47173.35,41211.81,24989.67,52424.17,N,81544.27,2018-04-27,2018-07-14,2013-04-30,2754.32,2,6,2022-12-16,2752.21,M,7,2013-08-18,36,50,3,Y
13.1979,7.8568,1,0,2,1,0,1,D,186,1,3,21,74,20,2018-04-16,1,2019-11-07,2048-01-14,3662634.13,45150.97,42909.7,43238.04,12156.56,32859.45,50012.89,U,77592.78,2018-05-08,2016-02-19,2013-02-25,3988.57,3,5,2018-08-28,3617.52,S,7,2010-12-25,27,52,5,N
3.6899,11.4677,1,1,0,1,0,0,U,281,4,4,28,72,20,2014-01-27,1,2019-02-28,2043-09-08,2824743.38,20256.13,27725.03,42615.07,41329.13,13412.14,42339.95,L,75206.31,2014-02-13,2013-10-04,2013-09-15,1816.46,4,7,2022-06-22,3633.67,A,9,2020-08-21,27,72,3,N
6.3771,5.4888,2,0,1,0,0,0,V,019,6,3,37,80,20,2014-04-13,0,2018-03-14,2051-09-01,2161303.66,46465.15,25938.04,36831.68,10041.85,20605.46,40049.59,P,52622.95,2013-04-01,2014-06-25,2019-05-04,1126.29,6,5,2012-09-06,1243.89,Q,7,2016-04-24,30,75,1,I
7.9496,7.0557,3,1,2,0,1,0,T,187,4,1,30,66,20,2017-08-09,0,2021-11-20,2050-02-08,1950802.38,21921.56,23648.27,30847.42,49354.87,28133.47,26906.76,P,42485.29,2017-04-01,2018-03-24,2014-07-29,1157.97,1,7,2020-01-18,1748.65,Q,7,2010-05-23,21,25,4,W
2.3501,7.3199,3,0,1,3,0,1,U,022,4,2,23,66,20,2014-07-21,0,2021-08-14,2042-06-18,2965849.57,16921.7,31277.36,14070.29,28997.38,30212.1,28094.66,F,62185.73,2015-01-09,2019-05-11,2018-11-12,2820.67,6,7,2019-12-04,2529.32,W,7,2019-04-29,34,59,5,L
6.6157,7.2795,2,1,0,2,0,1,U,219,6,1,41,80,20,2019-04-10,1,2019-09-27,2051-09-21,1455852.3,18304.75,12593.0,35171.26,48011.48,21480.48,35874.09,D,81110.67,2019-12-25,2017-02-24,2019-07-24,2324.09,5,5,2022-04-26,1288.25,S,9,2016-09-18,21,70,3,A
14.3581,4.3496,3,0,1,2,1,1,D,071,4,4,33,78,20,2016-03-14,1,2013-06-21,2048-02-25,2306120.55,10932.17,33121.26,36621.78,40574.06,22434.49,21078.11,B,73271.27,2013-05-17,2018-04-19,2015-06-17,3494.65,4,7,2017-08-04,3806.16,Q,5,2020-12-19,35,49,3,N
8.079,9.4618,3,0,1,3,1,1,D,027,5,1,14,69,20,2014-11-05,0,2013-08-14,2051-03-02,1063521.51,48755.96,14980.47,48677.13,39910.89,22624.81,48390.47,T,61428.27,2015-06-01,2017-06-22,2016-12-21,2355.64,6,7,2018-03-06,3552.25,Q,7,2013-06-02,27,94,4,I
6.9103,5.279,1,0,1,1,1,0,V,210,5,1,39,72,20,2015-09-23,1,2016-08-09,2049-04-22,4989603.32,36112.5,40432.52,16300.63,33684.34,12598.77,64712.94,I,56918.92,2014-03-28,2015-04-28,2017-02-22,2418.42,3,4,2016-03-19,1062.86,W,9,2017-01-31,29,36,1,S
10.0256,5.3089,3,0,0,1,1,0,D,209,1,2,45,66,20,2012-11-13,1,2018-05-22,2049-04-11,4765089.51,16878.27,28595.95,16229.9,32059.73,20916.79,68490.13,V,61047.04,2018-04-25,2018-10-19,2015-03-26,1959.64,3,7,2017-12-11,3846.16,Q,5,2017-07-16,29,54,4,Y
14.9514,3.1086,3,0,1,0,1,0,S,029,5,1,45,70,20,2011-02-22,1,2020-07-23,2049-05-31,3942155.97,34903.01,26706.73,15265.38,20473.28,33317.14,29237.38,N,72836.91,2013-08-22,2013-08-14,2018-11-10,1046.98,5,6,2015-05-10,3337.71,Q,6,2020-02-14,40,84,5,E
2.5708,11.3229,2,0,0,1,0,0,S,031,5,3,35,70,20,2016-12-23,1,2014-04-14,2051-01-21,1785406.99,28476.91,42115.26,43342.02,43198.64,47548.71,35126.4,T,65567.69,2013-09-14,2013-11-12,2017-04-18,2429.32,2,7,2020-03-26,1184.13,M,8,2020-03-05,28,25,5,Y
14.7191,10.3051,1,1,1,0,0,0,V,214,6,1,49,62,20,2011-05-20,1,2012-02-13,2043-02-14,1702881.7,39397.51,25488.97,48516.24,35419.88,41017.38,29404.53,J,55335.04,2016-02-15,2018-08-02,2019-09-30,3322.53,2,7,2013-11-25,2152.49,A,7,2011-04-10,24,14,4,K
13.8206,11.1173,1,0,1,0,1,1,V,067,3,4,19,69,20,2017-04-28,1,2014-05-25,2041-06-28,341971.53,43742.72,28131.27,11775.11,34744.85,12667.29,42149.27,Y,83650.67,2019-12-25,2015-01-26,2017-07-03,3255.15,3,4,2020-02-03,3372.89,M,8,2017-06-04,26,14,2,Z
7.8933,1.6853,1,0,1,3,0,1,S,040,6,2,33,64,20,2021-05-15,0,2016-11-19,2047-06-19,3967900.02,15984.94,20101.89,12948.22,28228.27,19559.42,24942.63,Z,79858.22,2018-08-29,2016-11-07,2013-02-19,1066.07,1,6,2016-12-23,1128.09,M,8,2013-02-04,40,85,5,U
13.7507,2.2967,1,1,2,1,0,0,C,162,5,3,44,63,20,2011-08-28,0,2016-03-15,2045-09-23,2394329.6,27403.24,26990.1,33166.12,21720.3,27869.17,45226.54,Q,64629.86,2018-11-29,2016-06-05,2018-05-11,3528.74,6,4,2013-06-04,3771.37,S,7,2010-02-06,28,34,3,J
8.8015,10.1344,1,1,1,0,0,0,T,193,3,3,38,74,20,2017-01-13,0,2014-09-30,2041-06-03,3868489.91,21743.8,25249.37,17579.71,25923.89,26590.79,21349.93,X,38857.93,2015-10-10,2015-01-13,2014-01-12,1135.13,4,4,2015-10-19,1858.43,S,7,2016-09-10,34,02,1,W
9.5629,4.2731,2,0,0,3,1,1,S,121,4,4,25,75,20,2012-08-12,0,2020-04-29,2043-08-28,780657.45,31521.62,44526.3,13416.59,13633.0,15791.18,69961.61,B,52071.0,2017-01-27,2018-01-05,2016-04-16,3513.66,4,6,2017-07-27,1710.51,Q,9,2010-05-22,26,08,5,W
11.4203,5.406,2,1,1,1,0,0,T,259,3,4,30,76,20,2013-04-29,0,2017-06-04,2041-10-28,389394.2,18227.89,42385.59,47094.71,36458.81,42168.66,43278.44,U,82018.98,2013-12-21,2014-01-05,2015-10-13,1748.65,3,7,2018-05-15,3960.0,Q,5,2010-12-10,38,89,3,P
1.9073,1.5091,2,0,1,0,0,0,S,171,4,1,35,78,20,2017-10-24,1,2019-11-19,2050-01-26,4122962.33,21709.19,34526.32,47618.35,12045.32,24654.34,48420.46,P,62903.62,2018-09-18,2013-11-21,2013-01-28,3969.83,2,7,2018-01-14,1358.3,W,8,2018-12-06,38,08,1,F
12.093,6.2435,2,0,2,2,1,0,S,053,3,1,50,64,20,2014-12-31,1,2018-02-16,2046-07-12,2892336.01,45477.76,34307.94,26003.4,19654.74,14498.78,63121.38,X,87154.79,2013-02-27,2017-07-02,2014-08-10,2326.39,2,6,2015-11-15,3037.67,W,9,2012-05-14,26,68,5,H
14.3608,14.5679,3,0,2,0,0,1,V,176,1,2,40,79,20,2021-12-15,0,2021-12-02,2051-05-06,1401150.95,21602.38,41812.83,32369.54,48112.13,17921.35,52471.77,G,47416.85,2016-05-18,2018-12-03,2019-06-11,2188.89,3,5,2022-12-28,2522.01,A,8,2010-05-22,24,13,5,F
2.7618,10.1722,1,1,2,0,0,1,V,221,6,2,26,70,20,2013-02-13,0,2016-09-05,2043-04-29,4099793.04,47688.5,30727.18,14609.16,26354.48,20685.07,64575.26,G,83691.93,2018-04-03,2015-07-30,2016-07-28,3646.26,1,6,2019-04-20,3768.03,M,7,2019-03-18,30,83,2,S
14.339,14.2886,2,0,0,1,0,0,U,191,2,1,37,78,20,2014-03-10,1,2017-10-07,2041-02-14,1734095.44,37983.63,47917.43,19433.08,41602.48,18820.26,21942.42,B,63929.83,2015-02-19,2018-04-10,2016-05-12,3907.64,3,5,2019-11-22,2950.26,W,8,2011-06-05,23,51,5,V
12.9685,8.2641,2,0,0,0,1,0,C,299,3,3,37,63,20,2011-09-09,0,2011-07-26,2042-07-03,2413332.2,25154.32,22378.29,31312.44,37960.78,47901.34,40318.38,S,36725.66,2014-06-27,2015-08-31,2017-09-09,1851.62,3,5,2021-11-30,2687.94,A,8,2017-08-16,20,67,4,P
6.282,2.5802,1,0,1,1,1,0,C,263,6,4,40,71,20,2014-01-18,1,2017-12-07,2041-07-08,3298218.04,40349.62,18353.41,20290.46,39269.83,25042.12,37574.03,K,78928.95,2013-02-26,2018-08-25,2018-08-15,1292.4,4,5,2012-03-11,3384.25,W,6,2012-09-29,24,71,5,F
3.0492,10.9278,3,1,0,0,0,1,C,233,4,2,14,63,20,2019-01-05,1,2016-02-10,2044-01-07,487343.03,13508.48,16820.39,21934.54,20169.79,14755.55,49603.88,I,59861.63,2016-09-06,2018-08-25,2015-04-30,1436.97,5,4,2017-08-23,1202.93,M,8,2018-10-16,34,42,3,F
14.409,5.974,1,1,0,2,0,1,D,117,1,2,47,60,20,2016-08-05,1,2012-09-29,2047-12-24,4241354.08,30776.35,14078.9,17407.57,16118.27,32929.71,48313.81,P,69795.39,2017-03-09,2014-08-16,2013-08-06,3453.28,1,4,2020-04-26,1771.28,Q,5,2016-07-08,36,45,1,R
9.6818,14.2228,2,0,2,0,0,0,U,122,4,1,32,67,20,2018-07-19,1,2015-09-29,2047-05-24,727508.47,17430.41,25162.46,24065.71,13446.88,49628.28,66574.25,F,84899.22,2013-06-12,2019-03-07,2015-02-24,1331.12,1,4,2013-01-10,1970.82,M,6,2012-11-30,27,87,2,U
